"x";"y";"z";"id"
67,2773575410247;-276,368513652374;343,836971942382;1
376,26300919801;199,796096861857;-211,650315562678;1
-192,775618750602;26,2619875638461;-57,9879455401429;1
39,2111490480602;376,267729850159;-405,201130235889;1
-434,039813652635;-414,183386031548;4,12328889022736;1
120,909770205617;-542,617397097676;165,120653737639;1
572,667268104851;-84,2396962297044;-101,121660328234;1
264,21579932794;42,3572263839594;-429,239435147545;1
255,14455055818;50,593401566446;-92,1452279849943;1
-10,4568301700056;109,09714255963;144,920532946311;1
462,955298367888;-46,5053046288035;228,487936185839;1
19,5709473453462;-541,772989428921;-178,377341440245;1
454,102512449026;245,203298123645;100,993301614447;1
-127,510512806475;222,368883475521;392,578967457387;1
-518,455415312201;239,233497160658;-100,055751934625;1
103,516601677984;327,139642319597;12,1298346940904;1
78,0510202981532;367,748359340045;-158,450916868819;1
411,89568573609;-103,900030537572;36,4985610049037;1
-46,5055740438402;473,793811967451;-91,7348171095201;1
544,253457337618;-130,57461145046;26,673098555884;1
-5,08348848670721;100,504184648713;-478,225353626155;1
-81,0713994316757;176,191169516774;329,26142818935;1
225,293338671327;184,266274774661;493,849266461056;1
177,695420198143;-388,085984819871;-175,968502821092;1
143,368153274059;-365,387182187783;-108,027566476889;1
-471,806528605521;-47,8817183655554;-59,4471080670272;1
-406,03733304888;298,072542516849;53,164652149528;1
537,907665409148;160,698923768544;89,043287774209;1
-228,268647752702;185,581885106971;-495,399999481883;1
7,64597989618778;472,215656312667;-347,273983193035;1
-533,53577060625;167,820150334381;-98,9086925848935;1
-519,586664903909;210,530492352692;199,4157158302;1
81,000726018101;540,695787203766;-129,394880111652;1
-527,015503495932;38,4685776279172;-115,560804426368;1
308,417863771319;-328,353584796352;99,2304340291356;1
-436,774439737201;-288,036480038754;-162,643319039269;1
-275,221791956574;-319,822304440551;335,545805703886;1
41,3185154087842;-569,667240393493;8,96989082947911;1
200,425920635462;309,484563865828;-472,678894038672;1
-5,87120410054922;-326,624765261344;-395,903383529397;1
-180,751871131361;-150,079023398507;249,130376742228;1
6,69533489271998;141,062384442674;347,116382748926;1
179,752956423908;93,3410796343454;202,063705361198;1
150,20355284214;-322,227369400776;-87,3026380914711;1
544,008646253496;187,111613415822;68,1726928454127;1
197,435908019543;304,648748853438;173,722933723889;1
175,777758378536;-13,2507335170516;278,154793149447;1
237,702220492065;146,05613055645;-133,100154290313;1
44,295596703887;539,727427052513;-29,1164128841718;1
278,234123624861;123,158910016557;-478,099991136424;1
480,284808855504;-207,669443113064;-246,527897779393;1
485,083310399204;83,2932513903975;185,286898121261;1
-446,064152754843;-207,496818842809;-166,113794884268;1
-393,112353701144;-205,646368679426;-397,997474645987;1
110,132602415979;-43,9928733860118;155,240384077528;1
-250,575163029134;-354,793075293333;-280,762200080154;1
42,0502848923206;-590,375804834722;-84,6992666739319;1
-484,51580889523;216,74585216409;-144,674930908052;1
37,2369018383324;108,154423818326;228,37716153098;1
-91,4474258199334;92,906160576678;-411,124325538371;1
149,802020005882;164,764024990109;103,463537018561;1
218,806818500161;-54,2751448395766;234,922478532723;1
225,55651254952;531,319487424781;66,7837305134192;1
-80,7606719434261;-435,567728781675;-27,4075596647981;1
395,075914543122;-342,497826671837;-184,680467703194;1
485,888732224703;-291,433287406628;-141,548987229691;1
-552,345098834485;74,4723026642671;-81,1711341997968;1
329,485618975013;-349,963913915175;-103,563007767707;1
426,92110715434;-59,0072847015012;-220,099200220469;1
-87,477669864893;127,633086457311;-573,89122497148;1
-297,730623185635;-428,522533104608;283,553031249446;1
-234,653112664819;-426,122762704159;-317,886651173242;1
-364,532755874097;-339,130970358517;183,57424342719;1
352,737377397716;-198,777344540543;-389,715959725256;1
326,100449357182;-193,657902914458;-210,972645496631;1
-412,007520999759;-165,676351817504;40,7034819699101;1
-439,90899855271;277,278416437263;53,5063923808281;1
-157,60248368606;380,098872667536;-186,667395479853;1
376,154775358737;91,2927976494169;257,242382152824;1
511,578274425119;-242,708630140953;46,9541797435728;1
211,176737677306;162,957802427924;-36,3471975582245;1
-7,52582168206573;294,49770991233;441,592733433442;1
491,839577257633;-328,008139087587;-81,4640550936831;1
-192,708034906536;489,330198851421;-201,419864643955;1
-451,339333690703;106,834996584116;-233,379396211053;1
-259,277017693967;-475,219056244366;214,566823565359;1
371,913694124669;212,32586236015;-372,4849184275;1
-48,999341391027;109,073201621571;566,72199809135;1
309,334735292941;-335,168066614139;174,372839398392;1
456,642062030733;221,348829970051;86,7470368745464;1
132,248461805284;107,116401530754;-344,106921341596;1
196,902973763645;397,659531716869;365,670323081468;1
-11,1780443228781;435,772318731359;-203,003399783299;1
-538,591934368014;-75,3070721468232;-171,134198870357;1
-11,114651709795;74,7491315587674;-199,304644461272;1
-546,360364370048;152,449978385134;-185,262143507077;1
441,503576282412;-315,043910490382;-74,160628819486;1
-502,875347714871;321,75376039799;-25,9740638099478;1
-30,3076679818332;569,108995576854;-36,8427129999711;1
83,9722177013755;377,020143821346;-22,6628447755228;1
-309,264768194407;-291,645889173447;327,834829799828;1
484,093928430229;305,495290397869;35,3815938845902;1
273,941351193935;89,0871479940098;503,108451298352;1
-199,407666921616;-205,305708796955;-410,032393540474;1
208,426004089415;105,3960049534;213,137506180128;1
172,0887478441;477,224236126854;-272,76566192467;1
-100,60987919569;-478,470000346497;178,074879956068;1
-234,814693126827;-147,167026557947;-512,277666590995;1
32,6283624395728;523,163761404884;-206,4006974532;1
-157,962685916573;470,086390406322;46,6472431756052;1
180,591621436179;-93,6336654446768;-417,634033304802;1
-55,425972584635;-461,639644591526;-145,398477909569;1
-479,780081659555;199,443692959543;194,670148298658;1
-44,8461636900902;-464,143631696176;-315,672404410222;1
-596,733997296542;50,8687624824413;13,0010981342982;1
395,936227496713;382,236112057708;189,92696177703;1
589,82854206115;-107,175430300262;-20,7335753494507;1
-6,96932813152671;592,642378185274;-9,63699314419299;1
-452,611817233264;-218,85779822321;-139,655213735124;1
-273,051865026355;414,433147822805;-25,622948334861;1
-485,173256322742;194,04000836748;115,95440795322;1
-199,523227103055;231,134474530266;208,265071675646;1
141,552012786269;-465,692951184894;287,502801893283;1
-469,515603315085;-238,179915196981;-58,5262913703233;1
-534,027340169996;-173,418136568575;-98,092558415793;1
-91,0978644154966;554,415077408262;146,092213794157;1
-130,164537392557;-177,696442126885;162,587990169296;1
80,1251172088087;-10,7307290132734;268,79880836381;1
47,6583824492991;35,0100188991396;-475,06979150649;1
-342,990768514574;407,520354666158;48,4647931867141;1
162,355258874595;556,493154806957;-103,957477446118;1
-382,605418469757;-200,949770080078;-61,9163707323783;1
-452,645420003682;187,762967507075;-322,467208788284;1
105,831973347813;-562,870618395041;-127,720579812148;1
-584,19277947396;81,0331132933489;-55,8966141675206;1
-55,6317812763155;-483,60667505989;83,9346639345775;1
411,961561068892;-65,0181165746147;-182,965944472996;1
-411,010363977402;-341,136474356906;229,42704449842;1
-203,348007425666;-86,3088217757715;-97,130553862472;1
341,643345728517;55,7875264190083;245,564687323338;1
-572,983175609261;59,5215512836236;52,6979388548394;1
558,498153090477;39,6313738331806;-83,4541497114072;1
-469,329632073641;-21,2044527981149;210,283625428306;1
-488,963229674846;170,346895248916;-165,724752929317;1
-79,5932421460748;441,559825095654;38,7307061189153;1
88,1380646489561;-307,77061434364;-14,8917033954883;1
-568,236796092242;-185,164865428691;10,3964133437117;1
-501,519780792296;-2,34475001302752;132,307600684564;1
449,924554210156;-227,505066952354;-235,098974665642;1
-532,309434190392;-229,029790293698;-84,9749617792395;1
427,075349260122;-277,53047396076;-51,332338447512;1
-155,322576966137;425,407633111508;133,476763103759;1
-562,987739872187;108,188131343181;-172,325935431687;1
563,617385365069;194,742182105041;0,24654607172441;1
-20,5069687217474;-548,475346726725;188,733125148895;1
-68,273327127099;571,645103239024;43,0403476325398;1
150,652586761862;-230,840082776006;264,589390905362;1
-454,2221814394;174,302114823006;83,2072449505109;1
46,0335843265057;344,820192369655;44,0900573200822;1
-329,577630758286;-252,560906771327;-286,592237170891;1
-526,443458162248;136,072053311384;-10,3775696988173;1
459,646311867982;278,195853136428;213,018287889048;1
-183,115796092898;-471,751582252155;-81,4685513214559;1
233,571742102504;-269,888744160433;-32,9172368524237;1
577,085005491972;-92,9589927563371;93,8549987349999;1
543,645219504833;51,5368641531998;96,0089332054015;1
47,4917974323034;428,455703056215;-176,158977973197;1
-208,753664977849;24,7250688008293;-115,884030875563;1
-575,998159870505;-75,5528574965713;126,659004070835;1
-477,666382770985;15,8486759349447;57,2247895632868;1
-372,930733300745;-122,713814199453;-14,7118807723031;1
542,702906392515;-107,958989525179;29,4645397197299;1
-109,850110206753;-361,103722082102;-412,195189672784;1
296,855297405273;59,2671237899804;-33,7781945086046;1
218,824776727706;255,050909833896;174,859651713873;1
-372,210180480033;47,875359824581;-415,69204839129;1
30,8194764889777;-62,8124134570709;-131,979062940233;1
-420,992127712816;-314,292279056262;-23,4428465608964;1
-450,403610430658;70,9118032324944;-221,37665184216;1
238,245961815119;215,118877053746;-293,39011404794;1
268,381185550243;-529,211329914319;-5,10654946520575;1
465,805128123611;51,7310721449281;329,658877656722;1
-512,173750530928;122,473479371085;63,9094843988992;1
-250,201129820198;-367,709369905644;-64,2948884786629;1
-554,021544288844;13,7923445303297;80,8081420357226;1
147,504635062069;375,014491550884;4,36784122883086;1
-422,088785469532;-364,587859852187;-0,92501746394197;1
265,002382546663;-429,728663432617;315,627418095925;1
-316,567663103342;122,012327375226;-286,763128789435;1
339,34378316626;-278,402955207599;369,69926220528;1
193,610524758697;-136,875902722783;-539,91289270216;1
422,739293240011;20,8946180744547;83,749411329403;1
215,616641845554;100,620824571962;-356,118384250203;1
-565,915474109352;66,1395414027899;-66,7050436705898;1
-404,553678631783;-12,5103027256846;268,636763015494;1
135,923196282238;552,997483675021;-162,926657956735;1
-110,466075874865;-21,9600727957812;-279,673772556403;1
-379,130139760673;-44,432183648502;362,664288107543;1
-117,957383673638;524,426025243636;-210,908255713055;1
464,623686019331;351,923562004292;19,0557868787741;1
525,957928597927;-132,409581192757;199,807884744544;1
144,039128813893;-551,46137976211;97,7871547099027;1
590,082054957747;15,1306998291187;102,22920460215;1
-461,261505726725;-154,402326321199;-169,325692849165;1
446,829134970903;397,891581544819;12,187083431636;1
376,67459892109;-457,129423547076;57,0092187645979;1
108,972592279315;208,497030891751;347,99274798254;1
486,856616288424;285,726641433121;76,752360574586;1
-100,438157748431;-236,132319142277;453,821097473739;1
-573,737832717597;156,974963653653;48,9451419976384;1
555,565548688173;-155,311932248401;148,496543230278;1
192,17890324071;-310,843471582413;244,010650745992;1
-102,895145304501;435,552339695114;-32,1190810484211;1
223,752950504422;27,3350405593434;-501,628417178909;1
598,884670995176;-2,44560799888074;-3,54475466414394;1
525,374283269048;-194,066352495237;98,3760338095753;1
566,110578831285;-44,6820060391582;159,871672927491;1
-262,905396334827;-390,780358343685;-252,300098264742;1
286,926875542849;31,6854681498631;259,136525865909;1
-400,781911052763;231,870322971602;-88,7730020798954;1
459,785886202008;-293,268298378369;28,4365145345355;1
135,31503751874;4,12685164028687;-523,475872442518;1
-435,742626339197;-188,390451636981;286,358254214263;1
564,847522974014;-66,2310258167866;52,4129989301932;1
-126,666088588536;258,608256357077;36,5155592395092;1
66,8857460841537;562,851640436523;132,016665989819;1
482,712587155402;-4,86122917856579;196,228176694133;1
-223,044861573726;-481,441132033745;51,6364637198743;1
-569,268599711359;-5,32460729582539;-72,0257284469559;1
-374,896564800292;16,5878147384275;438,777982726416;1
385,356366634369;232,145797698796;-44,0557621511206;1
-334,658535942435;443,010007146605;-178,94152828845;1
434,53663950786;-100,574541042878;382,588443109013;1
588,699702825397;53,0616879941816;58,1795133937068;1
-566,49627238512;-56,7205124284125;-17,746572633644;1
261,302145849913;-182,780325252522;364,844788221772;1
440,399787761271;88,1183238577353;184,797160704974;1
-230,375245772302;-72,4646998907036;171,578584350568;1
-210,218096617609;-129,179146100695;-492,09511869773;1
387,804370187223;-296,407627231434;66,5883378891035;1
-378,905644733459;441,794823628528;130,286510851488;1
-41,9572256505489;249,242680529606;-6,00147036255942;1
107,959394808859;-413,168670454752;-347,110224436908;1
-578,281471319497;99,6872244044376;-68,5161450720815;1
-14,7122983820736;354,10697268525;321,066225346927;1
349,050028156489;-47,996458025812;251,331569951446;1
-128,326936997473;-557,296235717982;23,9281172446568;1
366,720583755523;-35,0543645776778;-160,416973040935;1
-313,768952339888;401,165175062278;224,813911601458;1
226,212067902088;-154,35674863026;402,430170268986;1
-513,619795907289;-273,42313558218;-59,550134872114;1
-30,8043865486979;63,6595625026132;579,176206688973;1
573,629338201135;150,510860309238;38,838811196769;1
-187,883903738111;-130,829620084937;-27,2788117949324;1
-580,730323120952;106,823776375436;43,243438379178;1
36,6143446415663;439,917728439804;85,3425231462322;1
-557,255589030683;-0,280054177285876;-211,768432853019;1
365,177703369409;-345,186708719646;-36,8470007224057;1
515,85406512022;72,3136639471564;-66,9509812138597;1
189,459724724293;-452,079535119158;-75,3151735207535;1
-354,772765841335;173,489242440324;-240,171201149402;1
522,33651895076;62,186055879657;175,439535957577;1
519,130442105234;-159,897953215376;59,0159188224704;1
53,1594336032867;149,936870046282;-44,0818082165712;1
55,9907136484981;524,509780240454;-66,1731641836742;1
-232,165239751339;-360,147020002304;91,313392859645;1
394,321390707046;14,915921708803;135,508031097964;1
-247,554054949433;-14,7175278679259;90,3238780885366;1
292,387315817177;217,647350692139;-168,048658736118;1
22,767367400229;576,359814949753;-156,170014003867;1
48,5186867415905;520,716927926453;118,884498992365;1
-2,36196722835302;408,050275730421;432,965014060134;1
-501,136224344373;48,3624682422296;83,6058707180908;1
-503,117381036282;-205,840933493868;58,0021564151542;1
-561,302080750465;145,816998352738;-10,8896592143613;1
-255,416387692094;537,007269749694;32,041301317702;1
-133,207643218338;-507,831701562739;-1,87592378428513;1
-298,17956071347;192,935267274872;-407,942576862381;1
59,2635878361762;6,21984266180789;-108,494164356529;1
-590,636828541756;-51,6315998992627;5,99930977100144;1
-169,674373883754;497,269003469409;-143,796227700511;1
-573,15127523616;2,4046396784932;-57,1510980500136;1
-335,964475851506;129,25486868461;425,798415367286;1
-315,406735986471;-72,7089541225688;27,5472791019041;1
181,262410059571;69,5972977301146;89,1664724225091;1
485,078795067966;281,555764823584;-5,61801640178126;1
-153,308889828622;-553,297178263499;-99,6006439584313;1
-237,859286461025;-233,751575066658;31,0809743180153;1
244,802537374198;-293,484845729119;-440,157955550179;1
257,077151443809;-201,590213353452;-305,819906729715;1
-318,993643205613;-8,20508495269564;454,882845121656;1
